ticket,region,departamento,ciudad,territorialidad,itsm_servicenow,workorder_salesforce,clientes_afectados,tecnologia,cantidad_nodos,cantidad_arpones,cmts,olt,interfaz,cable_padre,cable_hijo,nodo_vip,impacto,urgencia,grupo_whatsapp,descripcion,resumen,tecnico_asignado,avances,adjuntos,existe_en_cacti,fuente_voltaje,fuente_amperaje,flag_en_bateria,nodos_sector_en_bateria,forma_resolucion,restablecio_autonomo,hora_caida,hora_restablecimiento,fuente_monitoreo,correlacion_grafica_monitoreo,delta_correlacion_min,falla_simultanea_nodo_arpon,solucion_aplicada,tiempo_resolucion_min,requiere_notificacion,accion_recomendada
TKT-000610,ORIENTE,Santander,Bucaramanga,Periurbano,INC7893933,WO-140302,248,GPON,0,1,,OLT_ORI_22,GE0/5/0,CP_ORI_037,CH_045,False,Bajo,Alta,GRP_NOC_ORIENTE,Perdida de senal en el sector,Perdida de senal en el sector (GPON) en Bucaramanga,TEC_004,Diagnostico inicial registrado,3,False,0.0,0.0,False,0,CUADRILLA,False,2026-02-03 13:01:00,2026-02-03 20:10:00,ZABBIX,False,127,False,Reconfiguracion de la interfaz afectada,429,True,DESPACHAR_CUADRILLA
TKT-000611,ORIENTE,Santander,Bucaramanga,Urbano,INC4063290,WO-714631,2142,GPON,0,9,,OLT_ORI_11,GE0/0/0,CP_ORI_038,CH_017,False,Critico,Alta,GRP_NOC_ORIENTE,Intermitencia en el servicio,Intermitencia en el servicio (GPON) en Bucaramanga,TEC_020,Diagnostico inicial registrado,2,False,0.0,0.0,False,0,CUADRILLA,False,2026-05-25 15:50:00,2026-05-25 17:51:00,ZABBIX,True,6,False,Empalme de fibra reparado en sitio,121,True,DESPACHAR_CUADRILLA
TKT-000612,ORIENTE,Boyaca,Tunja,Urbano,INC6794112,WO-293200,3955,HFC,7,0,CMTS_ORI_21,,GE0/7/35,CP_ORI_033,,False,Bajo,Media,GRP_NOC_ORIENTE,Alta tasa de errores en la interfaz,Alta tasa de errores en la interfaz (HFC) en Tunja,TEC_029,Diagnostico inicial registrado,5,True,54.07,4.99,False,0,CUADRILLA,False,2026-05-09 11:53:00,2026-05-09 19:23:00,CACTI,False,168,False,Cuadrilla reemplazo conector danado,450,True,DESPACHAR_CUADRILLA
TKT-000613,COSTA,Cordoba,Monteria,Rural,INC9041573,WO-930797,1046,HFC,2,0,CMTS_COS_23,,GE0/3/31,CP_COS_005,CH_139,False,Medio,Alta,GRP_NOC_COSTA,Sin comunicacion con el elemento,Sin comunicacion con el elemento (HFC) en Monteria,TEC_011,Diagnostico inicial registrado,3,True,52.73,5.23,False,0,CUADRILLA,False,2026-02-01 21:34:00,2026-02-01 22:57:00,CACTI,True,7,False,Cambio de tarjeta en el elemento,83,True,DESPACHAR_CUADRILLA
TKT-000614,SUR,Huila,Neiva,Rural,INC3876386,WO-819993,1683,GPON,0,11,,OLT_SUR_19,GE0/4/19,CP_SUR_027,CH_165,False,Alto,Critica,GRP_NOC_SUR,Degradacion de potencia optica,Degradacion de potencia optica (GPON) en Neiva,TEC_027,Diagnostico inicial registrado,2,False,0.0,0.0,False,0,CUADRILLA,False,2026-05-09 03:19:00,2026-05-09 05:53:00,ZABBIX,True,6,False,Cambio de tarjeta en el elemento,154,True,DESPACHAR_CUADRILLA
TKT-000615,ANDINA,Risaralda,Pereira,Rural,INC5597071,WO-557804,1084,HFC,4,0,CMTS_AND_28,,GE0/7/47,CP_AND_001,,False,Alto,Alta,GRP_NOC_ANDINA,Perdida de senal en el sector,Perdida de senal en el sector (HFC) en Pereira,TEC_045,Diagnostico inicial registrado,5,True,54.32,5.76,False,0,CUADRILLA,False,2026-05-10 05:56:00,2026-05-10 06:57:00,CACTI,False,204,False,Reconfiguracion de la interfaz afectada,61,True,DESPACHAR_CUADRILLA
TKT-000616,COSTA,Atlantico,Barranquilla,Rural,INC8183528,WO-982670,1416,GPON,0,6,,OLT_COS_18,GE0/6/39,CP_COS_026,,True,Alto,Media,GRP_NOC_COSTA,Caida total del elemento de red,Caida total del elemento de red (GPON) en Barranquilla,TEC_004,Diagnostico inicial registrado,4,False,0.0,0.0,False,0,CUADRILLA,False,2026-05-02 02:12:00,2026-05-02 08:43:00,ZABBIX,False,150,False,Cuadrilla reemplazo conector danado,391,True,DESPACHAR_CUADRILLA
TKT-000617,ANDINA,Caldas,Manizales,Periurbano,INC2796303,WO-342077,4144,HFC,8,0,CMTS_AND_12,,GE0/6/45,CP_AND_031,CH_021,False,Alto,Baja,GRP_NOC_ANDINA,Intermitencia en el servicio,Intermitencia en el servicio (HFC) en Manizales,TEC_042,Diagnostico inicial registrado,5,True,53.12,5.39,False,0,CUADRILLA,False,2026-05-02 00:24:00,2026-05-02 01:09:00,CACTI,False,217,False,Cambio de tarjeta en el elemento,45,True,DESPACHAR_CUADRILLA
TKT-000618,BOGOTA,Cundinamarca,Soacha,Periurbano,INC3569752,WO-636429,4572,GPON,0,9,,OLT_BOG_17,GE0/3/31,CP_BOG_044,,False,Alto,Baja,GRP_NOC_BOGOTA,Intermitencia en el servicio,Intermitencia en el servicio (GPON) en Soacha,TEC_071,Diagnostico inicial registrado,0,False,0.0,0.0,False,0,CUADRILLA,False,2026-02-22 19:23:00,2026-02-22 23:27:00,ZABBIX,False,238,False,Empalme de fibra reparado en sitio,244,True,DESPACHAR_CUADRILLA
TKT-000619,BOGOTA,Cundinamarca,Chia,Rural,INC5709998,WO-555654,5390,GPON,0,11,,OLT_BOG_06,GE0/7/41,CP_BOG_059,CH_151,False,Medio,Baja,GRP_NOC_BOGOTA,Intermitencia en el servicio,Intermitencia en el servicio (GPON) en Chia,TEC_053,Diagnostico inicial registrado,4,False,0.0,0.0,False,0,CUADRILLA,False,2026-03-03 05:18:00,2026-03-03 07:23:00,ZABBIX,False,179,False,Reconfiguracion de la interfaz afectada,125,True,DESPACHAR_CUADRILLA
TKT-000620,SUR,Huila,Neiva,Rural,INC2783203,WO-399018,756,HFC,4,0,CMTS_SUR_29,,GE0/2/40,CP_SUR_045,,True,Alto,Media,GRP_NOC_SUR,Sin comunicacion con el elemento,Sin comunicacion con el elemento (HFC) en Neiva,TEC_097,Diagnostico inicial registrado,4,True,45.36,1.02,True,5,AUTORRESTABLECIMIENTO,True,2026-04-24 18:14:00,2026-04-24 19:03:00,CACTI,True,0,False,Falla externa de energia; elemento volvio solo sin intervencion,49,True,ESPERAR_AUTORRESTABLECIMIENTO
TKT-000621,SUR,Narino,Pasto,Periurbano,INC9289923,WO-713581,1653,HFC,3,0,CMTS_SUR_29,,GE0/1/8,CP_SUR_005,CH_158,True,Medio,Critica,GRP_NOC_SUR,Alta tasa de errores en la interfaz,Alta tasa de errores en la interfaz (HFC) en Pasto,TEC_031,Diagnostico inicial registrado,3,True,54.07,5.17,False,0,CUADRILLA,False,2026-03-06 04:33:00,2026-03-06 07:28:00,CACTI,False,75,False,Reconfiguracion de la interfaz afectada,175,True,DESPACHAR_CUADRILLA
TKT-000622,COSTA,Atlantico,Barranquilla,Urbano,INC7873194,WO-170371,1883,GPON,0,7,,OLT_COS_02,GE0/7/19,CP_COS_024,,False,Alto,Baja,GRP_NOC_COSTA,Sin comunicacion con el elemento,Sin comunicacion con el elemento (GPON) en Barranquilla,TEC_055,Diagnostico inicial registrado,4,False,0.0,0.0,False,0,CUADRILLA,False,2026-02-11 23:29:00,2026-02-12 01:30:00,ZABBIX,True,6,False,Reconfiguracion de la interfaz afectada,121,True,DESPACHAR_CUADRILLA
TKT-000623,ANDINA,Antioquia,Medellin,Rural,INC6520850,WO-772914,2912,GPON,0,7,,OLT_AND_02,GE0/4/18,CP_AND_027,,False,Critico,Baja,GRP_NOC_ANDINA,Caida total del elemento de red,Caida total del elemento de red (GPON) en Medellin,TEC_108,Diagnostico inicial registrado,1,False,0.0,0.0,False,0,CUADRILLA,False,2026-05-28 06:20:00,2026-05-28 10:20:00,ZABBIX,False,31,False,Empalme de fibra reparado en sitio,240,True,DESPACHAR_CUADRILLA
TKT-000624,ORIENTE,Norte de Santander,Cucuta,Urbano,INC1757043,WO-731776,395,HFC,5,0,CMTS_ORI_06,,GE0/3/30,CP_ORI_026,CH_154,False,Critico,Media,GRP_NOC_ORIENTE,Caida total del elemento de red,Caida total del elemento de red (HFC) en Cucuta,TEC_052,Diagnostico inicial registrado,3,True,55.47,6.53,False,0,CUADRILLA,False,2026-03-28 08:04:00,2026-03-28 13:48:00,CACTI,False,233,False,Cambio de tarjeta en el elemento,344,True,DESPACHAR_CUADRILLA
TKT-000625,ORIENTE,Norte de Santander,Cucuta,Urbano,INC4924478,WO-605784,678,HFC,6,0,CMTS_ORI_18,,GE0/1/10,CP_ORI_006,CH_187,False,Medio,Critica,GRP_NOC_ORIENTE,Degradacion de potencia optica,Degradacion de potencia optica (HFC) en Cucuta,TEC_021,Diagnostico inicial registrado,4,True,53.43,8.54,False,0,CUADRILLA,False,2026-01-09 02:02:00,2026-01-09 08:07:00,CACTI,False,223,False,Reconfiguracion de la interfaz afectada,365,True,DESPACHAR_CUADRILLA
TKT-000626,SUR,Cauca,Popayan,Urbano,INC7107494,WO-872613,1494,GPON,0,9,,OLT_SUR_05,GE0/4/17,CP_SUR_050,,False,Medio,Critica,GRP_NOC_SUR,Degradacion de potencia optica,Degradacion de potencia optica (GPON) en Popayan,TEC_106,Diagnostico inicial registrado,1,False,0.0,0.0,False,0,CUADRILLA,False,2026-01-28 03:30:00,2026-01-28 07:05:00,ZABBIX,False,29,False,Reconfiguracion de la interfaz afectada,215,True,DESPACHAR_CUADRILLA
TKT-000627,COSTA,Magdalena,Santa Marta,Rural,INC4650151,WO-640558,283,HFC,1,0,CMTS_COS_03,,GE0/5/29,CP_COS_008,CH_100,False,Alto,Critica,GRP_NOC_COSTA,Sin comunicacion con el elemento,Sin comunicacion con el elemento (HFC) en Santa Marta,TEC_023,Diagnostico inicial registrado,3,True,53.57,6.48,False,0,CUADRILLA,False,2026-01-18 03:51:00,2026-01-18 07:56:00,CACTI,False,164,False,Cuadrilla reemplazo conector danado,245,True,DESPACHAR_CUADRILLA
TKT-000628,BOGOTA,Cundinamarca,Bogota,Periurbano,INC4996046,WO-997984,159,HFC,1,0,CMTS_BOG_01,,GE0/0/37,CP_BOG_027,CH_138,False,Medio,Media,GRP_NOC_BOGOTA,Alta tasa de errores en la interfaz,Alta tasa de errores en la interfaz (HFC) en Bogota,TEC_023,Diagnostico inicial registrado,4,True,44.42,1.27,True,3,AUTORRESTABLECIMIENTO,True,2026-01-11 14:20:00,2026-01-11 15:19:00,CACTI,True,5,False,Servicio restablecido al normalizarse la energia comercial del sector,59,False,ESPERAR_AUTORRESTABLECIMIENTO
TKT-000629,BOGOTA,Cundinamarca,Chia,Periurbano,INC8716238,WO-148502,364,GPON,0,1,,OLT_BOG_01,GE0/4/3,CP_BOG_011,CH_017,False,Medio,Media,GRP_NOC_BOGOTA,Caida total del elemento de red,Caida total del elemento de red (GPON) en Chia,TEC_019,Diagnostico inicial registrado,5,False,0.0,0.0,False,0,CUADRILLA,False,2026-03-04 18:00:00,2026-03-05 00:44:00,ZABBIX,False,196,False,Empalme de fibra reparado en sitio,404,False,DESPACHAR_CUADRILLA
TKT-000630,ORIENTE,Santander,Bucaramanga,Rural,INC9337549,WO-254579,372,HFC,6,0,CMTS_ORI_23,,GE0/7/9,CP_ORI_012,CH_108,False,Bajo,Baja,GRP_NOC_ORIENTE,Perdida de senal en el sector,Perdida de senal en el sector (HFC) en Bucaramanga,TEC_095,Diagnostico inicial registrado,4,True,55.28,6.62,False,0,CUADRILLA,False,2026-05-07 00:42:00,2026-05-07 05:13:00,CACTI,True,2,False,Empalme de fibra reparado en sitio,271,False,DESPACHAR_CUADRILLA
TKT-000631,COSTA,Atlantico,Barranquilla,Rural,INC3053696,WO-373706,1392,GPON,0,6,,OLT_COS_19,GE0/2/15,CP_COS_037,,False,Medio,Critica,GRP_NOC_COSTA,Caida total del elemento de red,Caida total del elemento de red (GPON) en Barranquilla,TEC_013,Diagnostico inicial registrado,4,False,0.0,0.0,False,0,CUADRILLA,False,2026-05-23 22:19:00,2026-05-24 02:01:00,ZABBIX,False,60,False,Cambio de tarjeta en el elemento,222,True,DESPACHAR_CUADRILLA
TKT-000632,SUR,Narino,Pasto,Periurbano,INC3305851,WO-608892,2848,GPON,0,8,,OLT_SUR_29,GE0/3/6,CP_SUR_001,CH_029,False,Medio,Baja,GRP_NOC_SUR,Perdida de senal en el sector,Perdida de senal en el sector (GPON) en Pasto,TEC_064,Diagnostico inicial registrado,3,False,0.0,0.0,False,0,CUADRILLA,False,2026-03-27 02:44:00,2026-03-27 06:15:00,ZABBIX,True,1,False,Reconfiguracion de la interfaz afectada,211,True,DESPACHAR_CUADRILLA
TKT-000633,ORIENTE,Boyaca,Tunja,Urbano,INC1631806,WO-789202,1365,GPON,0,5,,OLT_ORI_19,GE0/3/43,CP_ORI_017,,True,Alto,Critica,GRP_NOC_ORIENTE,Intermitencia en el servicio,Intermitencia en el servicio (GPON) en Tunja,TEC_051,Diagnostico inicial registrado,2,False,0.0,0.0,False,0,CUADRILLA,False,2026-02-27 03:42:00,2026-02-27 10:13:00,ZABBIX,False,134,False,Empalme de fibra reparado en sitio,391,True,DESPACHAR_CUADRILLA
TKT-000634,ANDINA,Valle del Cauca,Cali,Rural,INC2549966,WO-710169,2175,GPON,0,5,,OLT_AND_21,GE0/2/24,CP_AND_009,,False,Bajo,Alta,GRP_NOC_ANDINA,Sin comunicacion con el elemento,Sin comunicacion con el elemento (GPON) en Cali,TEC_009,Diagnostico inicial registrado,1,False,0.0,0.0,False,0,CUADRILLA,False,2026-04-19 12:21:00,2026-04-19 19:26:00,ZABBIX,True,5,False,Reconfiguracion de la interfaz afectada,425,True,DESPACHAR_CUADRILLA
TKT-000635,SUR,Tolima,Ibague,Rural,INC4759128,WO-571959,2781,GPON,0,9,,OLT_SUR_08,GE0/7/46,CP_SUR_007,,False,Alto,Alta,GRP_NOC_SUR,Caida total del elemento de red,Caida total del elemento de red (GPON) en Ibague,TEC_011,Diagnostico inicial registrado,5,False,0.0,0.0,False,0,CUADRILLA,False,2026-02-11 20:21:00,2026-02-12 01:10:00,ZABBIX,False,188,False,Cuadrilla reemplazo conector danado,289,True,DESPACHAR_CUADRILLA
TKT-000636,SUR,Tolima,Ibague,Urbano,INC1473319,WO-228919,286,HFC,2,0,CMTS_SUR_02,,GE0/3/43,CP_SUR_046,CH_141,False,Bajo,Alta,GRP_NOC_SUR,Degradacion de potencia optica,Degradacion de potencia optica (HFC) en Ibague,TEC_087,Diagnostico inicial registrado,5,True,55.05,6.09,False,0,CUADRILLA,False,2026-01-31 09:43:00,2026-01-31 16:46:00,CACTI,False,106,False,Reconfiguracion de la interfaz afectada,423,True,DESPACHAR_CUADRILLA
TKT-000637,ANDINA,Antioquia,Medellin,Rural,INC2331940,WO-793709,322,GPON,0,2,,OLT_AND_12,GE0/3/16,CP_AND_056,,False,Medio,Baja,GRP_NOC_ANDINA,Degradacion de potencia optica,Degradacion de potencia optica (GPON) en Medellin,TEC_014,Diagnostico inicial registrado,5,False,0.0,0.0,False,0,CUADRILLA,False,2026-05-23 16:57:00,2026-05-23 21:48:00,ZABBIX,True,6,False,Cambio de tarjeta en el elemento,291,False,DESPACHAR_CUADRILLA
TKT-000638,ANDINA,Caldas,Manizales,Rural,INC7442867,WO-701631,4797,GPON,0,9,,OLT_AND_17,GE0/1/43,CP_AND_038,,False,Bajo,Critica,GRP_NOC_ANDINA,Caida total del elemento de red,Caida total del elemento de red (GPON) en Manizales,TEC_017,Diagnostico inicial registrado,2,False,0.0,0.0,False,0,CUADRILLA,False,2026-01-31 10:08:00,2026-01-31 14:46:00,ZABBIX,True,3,False,Reconfiguracion de la interfaz afectada,278,True,DESPACHAR_CUADRILLA
TKT-000639,ANDINA,Antioquia,Medellin,Rural,INC4729690,WO-114734,3619,GPON,0,11,,OLT_AND_19,GE0/2/17,CP_AND_054,CH_063,False,Alto,Critica,GRP_NOC_ANDINA,Intermitencia en el servicio,Intermitencia en el servicio (GPON) en Medellin,TEC_013,Diagnostico inicial registrado,4,False,0.0,0.0,False,0,CUADRILLA,False,2026-01-26 20:45:00,2026-01-27 01:21:00,ZABBIX,False,61,False,Empalme de fibra reparado en sitio,276,True,DESPACHAR_CUADRILLA
TKT-000640,SUR,Huila,Neiva,Periurbano,INC5034408,WO-875813,210,HFC,2,0,CMTS_SUR_18,,GE0/6/6,CP_SUR_030,,False,Alto,Alta,GRP_NOC_SUR,Caida total del elemento de red,Caida total del elemento de red (HFC) en Neiva,TEC_113,Diagnostico inicial registrado,3,True,54.56,7.45,False,0,CUADRILLA,False,2026-02-09 11:08:00,2026-02-09 12:33:00,CACTI,True,1,False,Cuadrilla reemplazo conector danado,85,True,DESPACHAR_CUADRILLA
TKT-000641,ORIENTE,Boyaca,Tunja,Urbano,INC3764040,WO-578240,4768,HFC,8,0,CMTS_ORI_05,,GE0/3/7,CP_ORI_039,CH_184,False,Bajo,Media,GRP_NOC_ORIENTE,Degradacion de potencia optica,Degradacion de potencia optica (HFC) en Tunja,TEC_001,Diagnostico inicial registrado,1,True,54.01,6.31,False,0,CUADRILLA,False,2026-03-06 11:56:00,2026-03-06 12:44:00,CACTI,False,163,False,Cambio de tarjeta en el elemento,48,True,DESPACHAR_CUADRILLA
TKT-000642,SUR,Narino,Pasto,Urbano,INC8049318,WO-120619,3828,GPON,0,11,,OLT_SUR_23,GE0/1/10,CP_SUR_032,CH_052,True,Critico,Alta,GRP_NOC_SUR,Degradacion de potencia optica,Degradacion de potencia optica (GPON) en Pasto,TEC_051,Diagnostico inicial registrado,0,False,0.0,0.0,False,0,CUADRILLA,False,2026-04-08 04:14:00,2026-04-08 06:21:00,ZABBIX,True,7,False,Reconfiguracion de la interfaz afectada,127,True,DESPACHAR_CUADRILLA
TKT-000643,SUR,Huila,Neiva,Periurbano,INC1843777,WO-747751,2443,GPON,0,7,,OLT_SUR_12,GE0/2/9,CP_SUR_015,,True,Alto,Media,GRP_NOC_SUR,Intermitencia en el servicio,Intermitencia en el servicio (GPON) en Neiva,TEC_071,Diagnostico inicial registrado,3,False,0.0,0.0,False,0,CUADRILLA,False,2026-02-16 18:11:00,2026-02-16 19:19:00,ZABBIX,False,148,False,Cambio de tarjeta en el elemento,68,True,DESPACHAR_CUADRILLA
TKT-000644,COSTA,Cordoba,Monteria,Periurbano,INC9693603,WO-594370,292,GPON,0,4,,OLT_COS_12,GE0/5/44,CP_COS_052,,False,Critico,Critica,GRP_NOC_COSTA,Caida total del elemento de red,Caida total del elemento de red (GPON) en Monteria,TEC_109,Diagnostico inicial registrado,5,False,0.0,0.0,False,0,CUADRILLA,False,2026-05-02 16:05:00,2026-05-02 22:29:00,ZABBIX,True,5,False,Cuadrilla reemplazo conector danado,384,True,DESPACHAR_CUADRILLA
TKT-000645,SUR,Cauca,Popayan,Rural,INC9535686,WO-186985,4152,HFC,8,0,CMTS_SUR_09,,GE0/3/14,CP_SUR_058,CH_097,True,Critico,Alta,GRP_NOC_SUR,Perdida de senal en el sector,Perdida de senal en el sector (HFC) en Popayan,TEC_095,Diagnostico inicial registrado,0,True,52.12,7.25,False,0,CUADRILLA,False,2026-03-09 01:15:00,2026-03-09 02:25:00,CACTI,False,151,False,Reconfiguracion de la interfaz afectada,70,True,DESPACHAR_CUADRILLA
TKT-000646,ORIENTE,Boyaca,Tunja,Periurbano,INC5752760,WO-941047,3080,GPON,0,11,,OLT_ORI_14,GE0/3/38,CP_ORI_014,CH_164,False,Alto,Alta,GRP_NOC_ORIENTE,Alta tasa de errores en la interfaz,Alta tasa de errores en la interfaz (GPON) en Tunja,TEC_105,Diagnostico inicial registrado,0,False,0.0,0.0,False,0,CUADRILLA,False,2026-05-12 10:25:00,2026-05-12 13:11:00,ZABBIX,False,55,False,Cuadrilla reemplazo conector danado,166,True,DESPACHAR_CUADRILLA
TKT-000647,SUR,Huila,Neiva,Urbano,INC7353046,WO-294488,3624,GPON,0,8,,OLT_SUR_04,GE0/0/38,CP_SUR_046,CH_071,False,Bajo,Baja,GRP_NOC_SUR,Caida total del elemento de red,Caida total del elemento de red (GPON) en Neiva,TEC_094,Diagnostico inicial registrado,0,False,0.0,0.0,False,0,CUADRILLA,False,2026-02-13 06:06:00,2026-02-13 08:51:00,ZABBIX,True,2,False,Cambio de tarjeta en el elemento,165,True,DESPACHAR_CUADRILLA
TKT-000648,ORIENTE,Norte de Santander,Cucuta,Periurbano,INC2938880,WO-543072,4743,GPON,0,9,,OLT_ORI_07,GE0/4/36,CP_ORI_057,CH_095,False,Alto,Media,GRP_NOC_ORIENTE,Sin comunicacion con el elemento,Sin comunicacion con el elemento (GPON) en Cucuta,TEC_001,Diagnostico inicial registrado,5,False,0.0,0.0,False,0,CUADRILLA,False,2026-04-18 14:53:00,2026-04-18 20:22:00,ZABBIX,False,209,False,Empalme de fibra reparado en sitio,329,True,DESPACHAR_CUADRILLA
TKT-000649,BOGOTA,Cundinamarca,Soacha,Periurbano,INC9635321,WO-556013,750,GPON,0,10,,OLT_BOG_19,GE0/0/44,CP_BOG_004,CH_091,False,Critico,Media,GRP_NOC_BOGOTA,Caida total del elemento de red,Caida total del elemento de red (GPON) en Soacha,TEC_039,Diagnostico inicial registrado,5,False,0.0,0.0,False,0,CUADRILLA,False,2026-01-13 03:14:00,2026-01-13 06:55:00,ZABBIX,False,111,False,Cuadrilla reemplazo conector danado,221,True,DESPACHAR_CUADRILLA
TKT-000650,BOGOTA,Cundinamarca,Chia,Urbano,INC1668930,WO-742377,416,HFC,1,0,CMTS_BOG_14,,GE0/2/6,CP_BOG_042,,False,Critico,Media,GRP_NOC_BOGOTA,Perdida de senal en el sector,Perdida de senal en el sector (HFC) en Chia,TEC_053,Diagnostico inicial registrado,0,True,54.05,5.64,False,0,CUADRILLA,False,2026-03-02 21:33:00,2026-03-03 01:58:00,CACTI,False,234,False,Cambio de tarjeta en el elemento,265,True,DESPACHAR_CUADRILLA
TKT-000651,COSTA,Cordoba,Monteria,Urbano,INC4882501,WO-474837,975,GPON,0,3,,OLT_COS_07,GE0/3/2,CP_COS_028,CH_108,False,Bajo,Baja,GRP_NOC_COSTA,Caida total del elemento de red,Caida total del elemento de red (GPON) en Monteria,TEC_091,Diagnostico inicial registrado,2,False,0.0,0.0,False,0,CUADRILLA,False,2026-02-13 15:11:00,2026-02-13 18:16:00,ZABBIX,False,229,False,Reconfiguracion de la interfaz afectada,185,False,DESPACHAR_CUADRILLA
TKT-000652,ANDINA,Antioquia,Medellin,Urbano,INC9461198,WO-692902,3228,HFC,6,0,CMTS_AND_12,,GE0/2/25,CP_AND_005,,False,Medio,Media,GRP_NOC_ANDINA,Alta tasa de errores en la interfaz,Alta tasa de errores en la interfaz (HFC) en Medellin,TEC_042,Diagnostico inicial registrado,3,True,55.75,6.05,False,0,CUADRILLA,False,2026-04-15 14:28:00,2026-04-15 17:04:00,CACTI,False,102,False,Cuadrilla reemplazo conector danado,156,True,DESPACHAR_CUADRILLA
TKT-000653,BOGOTA,Cundinamarca,Soacha,Urbano,INC2606897,WO-184646,7104,GPON,0,12,,OLT_BOG_14,GE0/0/32,CP_BOG_043,,False,Bajo,Media,GRP_NOC_BOGOTA,Perdida de senal en el sector,Perdida de senal en el sector (GPON) en Soacha,TEC_072,Diagnostico inicial registrado,1,False,0.0,0.0,False,0,CUADRILLA,False,2026-04-17 10:09:00,2026-04-17 18:00:00,ZABBIX,False,221,False,Reconfiguracion de la interfaz afectada,471,True,DESPACHAR_CUADRILLA
TKT-000654,ORIENTE,Norte de Santander,Cucuta,Urbano,INC7640452,WO-958751,2084,HFC,4,0,CMTS_ORI_02,,GE0/3/22,CP_ORI_024,,False,Alto,Alta,GRP_NOC_ORIENTE,Intermitencia en el servicio,Intermitencia en el servicio (HFC) en Cucuta,TEC_109,Diagnostico inicial registrado,0,True,55.49,7.91,False,0,CUADRILLA,False,2026-04-23 17:46:00,2026-04-24 01:27:00,CACTI,False,130,False,Reconfiguracion de la interfaz afectada,461,True,DESPACHAR_CUADRILLA
TKT-000655,COSTA,Atlantico,Barranquilla,Rural,INC3479761,WO-564342,3493,GPON,0,7,,OLT_COS_19,GE0/3/43,CP_COS_010,,False,Bajo,Alta,GRP_NOC_COSTA,Intermitencia en el servicio,Intermitencia en el servicio (GPON) en Barranquilla,TEC_118,Diagnostico inicial registrado,3,False,0.0,0.0,False,0,CUADRILLA,False,2026-04-24 16:49:00,2026-04-24 18:42:00,ZABBIX,True,2,False,Cambio de tarjeta en el elemento,113,True,DESPACHAR_CUADRILLA
TKT-000656,BOGOTA,Cundinamarca,Chia,Rural,INC6998917,WO-721793,704,GPON,0,4,,OLT_BOG_17,GE0/2/45,CP_BOG_044,,False,Critico,Media,GRP_NOC_BOGOTA,Perdida de senal en el sector,Perdida de senal en el sector (GPON) en Chia,TEC_002,Diagnostico inicial registrado,4,False,0.0,0.0,False,0,CUADRILLA,False,2026-04-17 08:38:00,2026-04-17 14:39:00,ZABBIX,False,148,False,Reconfiguracion de la interfaz afectada,361,True,DESPACHAR_CUADRILLA
TKT-000657,BOGOTA,Cundinamarca,Soacha,Rural,INC2534867,WO-279988,2808,HFC,6,0,CMTS_BOG_17,,GE0/4/24,CP_BOG_033,CH_065,True,Alto,Media,GRP_NOC_BOGOTA,Perdida de senal en el sector,Perdida de senal en el sector (HFC) en Soacha,TEC_014,Diagnostico inicial registrado,4,False,55.58,4.68,False,0,CUADRILLA,False,2026-03-06 04:08:00,2026-03-06 09:35:00,CACTI,False,239,False,Empalme de fibra reparado en sitio,327,True,DESPACHAR_CUADRILLA
TKT-000658,ANDINA,Antioquia,Medellin,Urbano,INC1314816,WO-690077,1192,HFC,8,0,CMTS_AND_19,,GE0/4/5,CP_AND_042,CH_142,False,Alto,Baja,GRP_NOC_ANDINA,Intermitencia en el servicio,Intermitencia en el servicio (HFC) en Medellin,TEC_099,Diagnostico inicial registrado,1,True,44.88,1.54,True,6,AUTORRESTABLECIMIENTO,True,2026-05-19 08:08:00,2026-05-19 08:41:00,CACTI,True,4,False,Recuperacion automatica confirmada en grafica de monitoreo,33,True,ESPERAR_AUTORRESTABLECIMIENTO
TKT-000659,SUR,Tolima,Ibague,Rural,INC7763302,WO-908302,525,HFC,3,0,CMTS_SUR_28,,GE0/1/5,CP_SUR_008,CH_128,False,Bajo,Critica,GRP_NOC_SUR,Alta tasa de errores en la interfaz,Alta tasa de errores en la interfaz (HFC) en Ibague,TEC_092,Diagnostico inicial registrado,5,True,52.58,7.2,False,0,CUADRILLA,False,2026-02-05 22:11:00,2026-02-06 01:02:00,CACTI,False,183,False,Cambio de tarjeta en el elemento,171,True,DESPACHAR_CUADRILLA
TKT-000660,ORIENTE,Boyaca,Tunja,Urbano,INC1266295,WO-569553,798,GPON,0,6,,OLT_ORI_20,GE0/3/18,CP_ORI_013,CH_165,False,Alto,Alta,GRP_NOC_ORIENTE,Alta tasa de errores en la interfaz,Alta tasa de errores en la interfaz (GPON) en Tunja,TEC_105,Diagnostico inicial registrado,4,False,0.0,0.0,False,0,CUADRILLA,False,2026-04-10 11:13:00,2026-04-10 18:17:00,ZABBIX,True,1,False,Empalme de fibra reparado en sitio,424,True,DESPACHAR_CUADRILLA
